video_name,question_id,if_you_can_answer,your_answer,your_answer_2,your_answer_3,reason,scene_context,speaker's_information,facial_expression,motion,tone_of_voice,other_information,reference_time_start,reference_time_end
6qIBzPrHoVk,q5,no,,,,I can't determine the nature of their relationship due to lack of context.,1,,,,,,,
7a9g6mvCGWU,q1,no,,,,The transcript does not provide information on how the man reacts to the comment on the steak.,,,1,1,1,,,
7a9g6mvCGWU,q2,yes,a1,,,"The man holds his hand while saying \""It's a family secret\"" indicates that he wants to stop the conversation.",,,,,,,0,8
7a9g6mvCGWU,q3,no,,,,The transcript lacks the context needed to determine why the man laughs when asked about his secret.,,,1,,,,,
7a9g6mvCGWU,q4,no,,,,The transcript lacks the context needed to determine why the man raises his eyebrows.,,,1,1,,,,
7a9g6mvCGWU,q5,yes,a3,,,"After being told what the family secret is, the man in black got frustrated and felt like the other man could not be trusted.",,,,,,,16,59
07YuuA_2O9w,q1,yes,a1,,,The language used in the transcript is hostile and suggests that the man and the woman are arguing,,,,,,,0,59
07YuuA_2O9w,q2,yes,a1,,,"The man and the woman continue to argue until the end, at which point the man threatens the woman, saying she would end up back at her mother's home.",,,,,,,40,59
07YuuA_2O9w,q3,yes,a3,,,"The man talks to the woman in a bossy way, telling her that she cannot act on her own.",,,,,,,0,28
07YuuA_2O9w,q4,yes,a2,a3,,"The man tells the woman that she doesn't get \""to give shots\"" and he is the one who gives them, emphasizing that he has the authority.",,,,,,,13,28
07YuuA_2O9w,q5,no,,,,t is impossible to determine when the woman rolls her eyes just by reading the transcript.,,,1,,,,,
8e5fzbsfGCI,q1,no,,,,It's impossible to determine how the man feels just by reading the transcript.,1,,1,1,,,,
8e5fzbsfGCI,q2,yes,a1,,,"The conversation is very one-sided, as the man with the sunglasses tries to encourage the other man, which makes him seem very confident.",,,,,,,15,55
8e5fzbsfGCI,q3,yes,a0,,,"The man saying \""You didn't even want me on the team\"" indicates that the two men have some shared history and knew each other before the conversation began.",,,,,,,27,38
8e5fzbsfGCI,q4,yes,a1,,,"From reading the transcript, it is evident that the man feels unwanted, which makes him uncomfortable around the man with the sunglasses.",,,,,,,15,45
8e5fzbsfGCI,q5,yes,a1,,,"The man with the sunglasses is doing most of the talking in the conversation, making him the more dominant one.",,,,,,,0,60
8Nbr0lYFLew,q1,no,,,,I can't determine who is the most dominant in the conversation since the transcript doesn't indicate who is speaking.,1,1,,,,,,
8Nbr0lYFLew,q2,yes,a0,,,"The man suggests that the woman should listen to Spirit, so we can understand that he is giving her advice.",,,,,,,18,29
8Nbr0lYFLew,q3,yes,a0,a2,,"The blonde woman is hurt that she wasn’t referred to as young and protests when the brunette woman is called young, claiming that they are contemporaries.",,,,,,,27,34
8Nbr0lYFLew,q4,yes,a3,,,"The woman initially doesn’t listen to the man’s advice and asks for clarification, saying things like, \""Can we get some confirmation?\"" or \""Is Spirit sure of this?\"" However, she ultimately follows his advice.",,,,,,,18,53
8Nbr0lYFLew,q5,yes,a3,,,"The woman calls the person she was asked to seek her \""nemesis\"" in the transcript.",,,,,,,50,53
8TDAP0KNIIw,q1,no,,,,It's impossible to know the man's tone and pace just by reading the transcript.,,,,,1,,,
8TDAP0KNIIw,q2,no,,,,I can't determine the reason why the blonde lady constantly nods just by reading the transcript.,,,1,1,,,,
8TDAP0KNIIw,q3,no,,,,It's impossible to know if other people are engaged in what the black-haired man is saying just by reading the transcript.,1,,1,,,,,
8TDAP0KNIIw,q4,no,,,,I can’t judge whether the man speaking is nervous or on edge based on the transcript.,,1,1,,1,,,
8TDAP0KNIIw,q5,no,,,,t’s impossible to answer the question because I don’t know who the blonde man is or when he leans his head against his fist.,1,,,1,,,,
8wLCmDtCDAM,q1,no,,,,It's impossible to determine why the audience applauds at the man's suggestion based on the transcript.,1,,,1,,,,
8wLCmDtCDAM,q2,no,,,,It is impossible to know what the tone of the man is based on the transcript.,,,,,1,,,
8wLCmDtCDAM,q3,yes,a0,a3,,"Judging from the lack of commas or periods in the transcript, it’s evident that the man was ready to answer the question.",,,,,,,0,57
8wLCmDtCDAM,q4,yes,a2,,,"By reading the transcript, it is evident that the man has a well thought-out answer and is very knowledgeable about the topic.",,,,,,,0,57
8wLCmDtCDAM,q5,no,,,,It is impossible to determine whether the man was asked this question before just by reading the transcript.,1,1,,,,,,
9cbQ4e7YRK4,q1,yes,a2,,,The man is sad because he doesn't understand why his brother won't spend time with him and prefers to spend time alone.,,,,,,,0,20
9cbQ4e7YRK4,q2,yes,a1,,,The woman supports the man by encouraging him and giving him advice.,,,,,,,8,50
9cbQ4e7YRK4,q3,yes,a3,,,"Reading the transcript, it is evident that the two people respect eachother. The man asks the woman questions about what he should do, while the woman tries to encourage him and gives him advice.",,,,,,,1,57
9cbQ4e7YRK4,q4,no,,,,It's impossible to know why the man looks to the side at 0:39 just by reading the transcript.,,,,1,,,,
9cbQ4e7YRK4,q5,no,,,,I cannot determine why the man sits back in his chair just by reading the transcript.,,,,1,,,,
9hn6Z1o-IYI,q1,yes,a0,,,"The man speaking is passionate about what he has to say, judging by the fact that he published a commentary on the topic.",,,,,,,23,59
9hn6Z1o-IYI,q2,yes,a1,,,The man is trying to influence people by saying that we need to pay attention to implementation in order to create an AIDS-free generation.,,,,,,,23,59
9hn6Z1o-IYI,q3,yes,a3,,,"He asks him the question in a respectful manner and lets him speak without interrupting. After the question is answered, he also thanks the other man for his response.",,,,,,,12,59
9hn6Z1o-IYI,q4,no,,,,The transcript doesn't specify who the man in the grey tie is.,,1,,,,,,
9hn6Z1o-IYI,q5,yes,a2,,,"We can tell Dr. Valdiserri hopes to eliminate AIDS, as he published a commentary in the Journal of Public Health Reports on creating an AIDS-free generation.",,,,,,,12,59
9n23ISvkbFQ,q1,no,,,,"It is impossible to determine who the man in the gray shirt is, who the man in the grey jacket is, or how they feel toward each other based on the transcript.",,1,1,,,,,
9n23ISvkbFQ,q2,no,,,,"I cannot determine why the man in the gray shirt hesitates before he says \""call\"" because the transcript lacks context.",1,,1,,1,,,
9n23ISvkbFQ,q3,yes,a1,,,The crowd cheers as they are excited that the bet continues with an even larger sum of money.,,,,,,,18,22
9n23ISvkbFQ,q4,no,,,,It is impossible to know why the man raises his hand just by reading the transcript.,,,,1,,,,
9n23ISvkbFQ,q5,yes,a1,,,"Since the two men are playing a betting game, the man in the gray jacket is trying to make the man in the gray shirt lose by telling him to go all in, which could cause him to lose the round.",,,,,,,19,34
48aXQ4h-nK4,q1,yes,a2,,,The woman is confused because she doesn’t know where she is and she is upset because she doesn’t know who sent her there or why.,,,,,,,12,37
48aXQ4h-nK4,q2,yes,a0,a1,a2,"After being told she is in a psychiatric facility, the woman realizes she’s in a place she doesn’t want to be and closes her eyes as a reaction.",,,,,,,12,37
48aXQ4h-nK4,q3,no,,,,It is impossible to know why the man just stares at the woman only by reading the transcript.,,,1,1,,,,
48aXQ4h-nK4,q4,no,,,,It is impossible to determine what the relationship is between the child blowing out the birthday candles and the woman in the hospital bed just by reading the transcript.,1,,,,,,,
48aXQ4h-nK4,q5,yes,a1,,,"Judging from the lack of exclamation marks in the transcript, it is evident that the brunette woman's demeanor is calm and professional.",,,,,,,0,60
65NCcXriUTI,q1,yes,a1,,,"The woman in gray expects a man named Ben to open the door, so she feels confused when the woman in pink opens it instead.",,,,,,,0,23
65NCcXriUTI,q2,yes,a0,,,"The woman in gray is surprised by the woman in pink, so she needs more time to think and opens her mouth for a moment before asking about Ben.",,,,,,,0,10
65NCcXriUTI,q3,yes,a3,,,"The woman in pink answers the questions asked by the woman in gray without any added emotion, so we can conclude that her attitude toward the woman in gray is indifferent.",,,,,,,7,60
65NCcXriUTI,q4,yes,a2,,,"Reading the transcript it is evident that the woman feels nervous by how she repeatedly says \""Um...\"".",,,,,,,30,50
65NCcXriUTI,q5,yes,a3,,,"I can tell the woman points her finger to help express her thoughts because she says \""um...\"" at the same time.",,,,,,,32,38
90P3VEbzUK0,q1,yes,a2,,,I can tell the mood of the conversation is serious because its details are business-related and complex.,,,,,,,0,60
90P3VEbzUK0,q2,no,,,,The transcript lacks context as to why the man in the grey shirt is smiling.,,,1,,,,,
90P3VEbzUK0,q3,yes,a1,,,"The two men are having a polite conversation, and there are no aggressive verbal cues used; hence, we can determine that there is no hostility.",,,,,,,0,60
90P3VEbzUK0,q4,yes,a1,,,"The men are having the conversation because one man is interested in learning about the other man’s work, and the other man wants to explain it to him. They both show interest in the topic.",,,,,,,0,60
90P3VEbzUK0,q5,yes,a1,,,"Judging from the language used in the transcript and the lack of exclamation marks, I can determine that the tone of the men is calm and relaxed.",,,,,,,0,60
97AUfvzQ_1E,q1,yes,a1,,,The man in black wants to help the brand by getting the man in grey to wear more fashionable clothes.,,,,,,,20,47
97AUfvzQ_1E,q2,no,,,,It is impossible to determine whether the man is sincere based on the transcript due to a lack of context.,1,1,,,,,,
97AUfvzQ_1E,q3,yes,a2,,,"The man in grey seems intimidated, as he primarily replies with single words such as \""Ok\"".",,,,,,,20,54
97AUfvzQ_1E,q4,no,,,,I cannot tell when or why the man whispers just by reading the transcript.,,,,,1,,,
97AUfvzQ_1E,q5,no,,,,There is no context in the transcript as to why the man thinks he should wear a blindfold.,1,,,,,,,
326RvY72nmE,q1,yes,a2,,,"Judging by the fact that the man cannot hear what the woman is saying the first time, we can infer that they are in a loud environment. Therefore, the woman is screaming to cut through the noise.",,,,,,,0,10
326RvY72nmE,q2,no,,,,"It's impossible to tell how the woman feels when the man approaches her, as there is nothing written about it in the transcript.",,,1,1,1,,,
326RvY72nmE,q3,no,,,,"Since the transcript doesn’t describe when the man crosses his fingers, I can’t tell why he does so.",,,,1,,,,
326RvY72nmE,q4,no,,,,I can't tell the change in tone just by reading the transcript.,,,,,1,,,
326RvY72nmE,q5,yes,a3,,,"I can tell there are romantic feelings between the man and the woman, as the transcript suggests they are a couple (\""I told him about us\"").",,,,,,,7,23
A3WbCRfad-w,q1,no,,,,I cannot determine why the man shakes his head as there isn't anything written about it in the transcript.,,,1,1,,,,
A3WbCRfad-w,q2,yes,a2,,,I can tell the man looks forward to the class because he says he wants to learn how to cook.,,,,,,,20,26
A3WbCRfad-w,q3,no,,,,It is impossible to determine how the man feels when the instructor says his name because his reaction is not described in the transcript.,,,1,1,1,,,
A3WbCRfad-w,q4,no,,,,There is no context in the transcript as to why everyone starts clapping.,,,,1,,,,
A3WbCRfad-w,q5,no,,,,There is nothing written about the man's secret in the transcript.,1,1,,,,,,
aDJJBMXiwiI,q1,yes,a0,,,"Judging from the woman's lack of response in the transcript, I can infer that she feels both scared and powerless against the man. Moreover, the man is threatening her by saying that she is committing suicide, which also indicates that she is in a state of fear.",,,,,,,0,60
aDJJBMXiwiI,q2,no,,,,"The transcript doesn’t describe when the woman looks down, so I cannot determine why she does that.",,,,1,,,,
aDJJBMXiwiI,q3,no,,,,The transcript doesn't provide context for why the woman doesn't fight for her life.,1,,,,,,,
aDJJBMXiwiI,q4,no,,,,The transcript doesn’t provide context for why the man takes his hand off her face.,,,,1,,,,
aDJJBMXiwiI,q5,no,,,,I can't determine whether the man cares about the woman just by reading the transcript.,1,,,,,,,
ahcAFnY6iAY,q1,yes,a2,,,It is evident the man cares about his wife and daughter because he gets emotional when thinking about the possibility of them having a rare form of leukemia.,,,,,,,0,49
ahcAFnY6iAY,q2,no,,,,I cannot infer the reason why the man stutters at 0:31 just by reading the transcript.,,,,,1,,,
ahcAFnY6iAY,q3,yes,a1,,,I can tell the man feels empathy towards people who have had personal experiences with leukemia because he became emotional when thinking about the possibility of his wife or daughter having it.,,,,,,,0,49
ahcAFnY6iAY,q4,yes,a1,a3,,I can tell the man is passionate and cares about the topic because he emphasizes the importance of the drug he’s talking about and how it can help save lives.,,,,,,,0,59
