video_name,question_id,if_you_can_answer,your_answer,your_answer_2,your_answer_3,reason,contents_of_conversation,scene_context,speaker's_information,facial_expression,motion,tone_of_voice,other_information,reference_time_start,reference_time_end
4yr_etbfZtQ,q3,yes,a0,,,"\""If I drank it, it would firebomb my guts\"" implies that the second wine is too sweet for her due to its high fructose content.",1,,,,,,,0,15
4yr_etbfZtQ,q4,no,,,,None of the answer choices accurately align with the details or context of the question.,,,,,,,Better answer choices that reflect the question.,,
4yr_etbfZtQ,q5,no,,,,The interactions between the two are too limited to comment on their dynamic.,More dialogue and context are needed to better understand how they relate to each other.,,,,,,,,
4yr_etbfZtQ,q6,yes,a1,,,"The woman said, \""The Italians are impatient and passionate and want things straight away,\"" which clearly indicates her feelings about Italians.",1,,,,,,,23,27
4yr_etbfZtQ,q7,yes,a2,,,"The woman literally said, ""That tastes like balls,"" after tasting the wine.",1,,,,,,,45,46
4yr_etbfZtQ,q8,no,,,,"The woman did not explicitly say that the sweeter wine is disgusting, nor did she have a positive comment on the other wine. This makes it challenging to choose from the available answer choices.",,,,,,,Better answer choices that reflect the actual scene.,,
5bBEsyEGVDs,q1,yes,a1,,,"Given the circumstances, with the man in orange presumably in an interrogation room and handcuffed, he is likely experiencing fear but is verbally projecting toughness.",1,1,,1,,1,,0,57
5bBEsyEGVDs,q2,yes,a1,,,"Based on the scene context alone, it is evident that the man in the suit is the dominant one.",,1,,,,,,0,57
5bBEsyEGVDs,q3,yes,a2,,,"The man in orange attempted to free himself from the cuffs and had an anxious expression, yet he also leaned toward the other man with a threatening tone.",1,,,1,,1,,0,57
5bBEsyEGVDs,q4,yes,a2,,,"The man in the suit initially said \""10,\"" but corrected himself to \""9 and a half hours\"" after checking his watch.",1,1,,,,,,12,16
5bBEsyEGVDs,q5,yes,a3,,,"Although the man in orange likely knows it's futile, he pulled on the chain out of frustration in an attempt to break free.",,,,,1,,,22,23
5h-SslT--8E,q1,yes,a0,,,"The boy's lack of respect for the man holding the camera is evident, as he bombarded him with a barrage of swear words toward the end of the video.",1,,,,,1,,43,50
5h-SslT--8E,q2,yes,a0,,,"The boy's disappointment was evident when he learned the dog was borrowed. He sighed deeply, clearly upset not only about this but also about being pranked multiple times a day.",1,,,1,,1,,10,22
5h-SslT--8E,q3,yes,a3,,,"The woman is smiling because she successfully pranked the boy and is clearly enjoying the situation, especially since he genuinely got upset.",1,1,,1,,1,,32,43
5h-SslT--8E,q4,yes,a2,,,"From the tone of his voice when he discovered it was a prank, and his repeated claims that Bruno, another dog, is better, it is evident that he is clearly sad.",1,,,1,,1,,0,43
5h-SslT--8E,q5,no,,,,None of the answer choices accurately convey the woman's feelings after she told the boy that the dog was borrowed.,,,,,,,Better answer choices that reflect the actual scene.,,
6kYu7-5EyU8,q1,yes,a1,,,"The woman cites data on juvenile crime rates to support her opinion, and as an attorney, it is assumed she is knowledgeable on the subject.",1,1,1,,,,,32,59
6kYu7-5EyU8,q2,yes,a1,,,"Given the context of a debate TV show, while the woman and the host are the only ones speaking in the video, other speakers are visibly present, indicating their involvement in the discussion.",1,1,,,,,,0,59
6kYu7-5EyU8,q3,yes,a0,,,"Based on the content of her speech, she is strongly against imposing a curfew.",1,,,,,,,32,59
6kYu7-5EyU8,q4,yes,a2,,,"Although the host typically maintains a neutral tone, his question, \""So a good, quick, obvious first question for you, do curfews work in your mind?\"" implies that it is quite clear they do not work.",1,1,1,,,,,26,32
6kYu7-5EyU8,q5,yes,a3,,,"The man appears to agree with Sophie Martin, as demonstrated by his verbal agreement, tone, and nodding.",1,,,,1,1,,40,49
6kYu7-5EyU8,q6,yes,a3,,,"As a host, the man is demonstrating professionalism and confidence, speaking clearly.",,,1,,,1,,0,32
6kYu7-5EyU8,q7,yes,a1,,,"The woman speaks emphatically, supported by her expertise in the field and backed by data.",1,,1,,,1,,32,59
6kYu7-5EyU8,q8,yes,a2,,,"As the host of the show, the man is providing the background of the topic to the audience, which can be clearly understood through the scene's context.",1,1,1,,,,,0,32
6kYu7-5EyU8,q9,yes,a0,,,"The woman interrupted the man, giving him a look of exasperated acknowledgment, which was also evident from her tone, because the answer was obvious.",1,,,1,,1,,31,33
6kYu7-5EyU8,q10,yes,a2,,,"As mentioned earlier, the man demonstrates his agreement both verbally and with nodding, using a respectful tone.",1,,,,1,1,,40,49
6kYu7-5EyU8,q11,yes,a2,,,"Based on the scene context, the role of the man as a host is to share information with the audience.",,1,1,,,,,0,32
6kYu7-5EyU8,q12,yes,a3,,,"The video clearly shows the man using body language to engage the audience and provide background information, effectively facilitating the discussion.",1,,,,1,,,0,32
6kYu7-5EyU8,q13,yes,a2,,,The woman presents data from past implementations of curfews to clearly demonstrate that they do not work. Her facial expression and tone also make it evident that she is against them.,1,,,1,,1,,32,59
6kYu7-5EyU8,q14,yes,a2,,,"The scene is from a television show, and the relationship is clearly that of a host and an expert.",1,1,,,,,,26,32
6kYu7-5EyU8,q15,yes,a2,,,"As mentioned several times already, the woman is clearly opposed to the concept of imposing curfews.",1,,,1,,1,,32,59
6kYu7-5EyU8,q16,no,,,,"The man asked a question to the woman, so there is no basis for disagreement or dismissal. The answer choices do not accurately reflect the content of the video.",,,,,,,Better answer choices that reflect the actual scene.,,
6kYu7-5EyU8,q17,no,,,,"Her body language, particularly her facial expression, conveys a ""yikes"" reaction, so none of the answer choices capture this sentiment.",,,,,,,Better answer choices that reflect the actual scene.,,
6qIBzPrHoVk,q1,yes,a0,,,"It can be inferred from her tone and facial expression that the woman smiles while apologizing to convey sincere politeness and to create a lighthearted atmosphere, knowing the man doesn't mind much.",1,,,1,,1,,2,5
6qIBzPrHoVk,q2,yes,a3,,,"The woman doesn't mean it literally when she says, \""I'm the worst.\"" She uses this phrase to make a lighthearted, self-deprecating apology, likely feeling a bit embarrassed judging by her hand gesture.",1,,,1,1,1,,9,11
6qIBzPrHoVk,q3,yes,a3,,,"The woman widened her eyes in surprise after catching the food with her mouth and immediately exclaimed, \""Nice!\"" in an enthusiastic tone, as this is a typical response to a pleasant surprise.",1,,,1,,1,,18,21
6qIBzPrHoVk,q4,yes,a0,,,"The man's tone and his verbal reassurance that he wouldn't get angry demonstrate that he doesn't mind the woman being on a call, as evidenced by his reaction while she is on the phone.",1,,,,,1,,0,34
6qIBzPrHoVk,q5,yes,a3,,,"The scenery clearly indicates they are on a date. The lighthearted atmosphere, reflected in their relaxed body language, tone, and constant smiling, suggests a romantic relationship.",1,1,,1,1,1,,0,59
7a9g6mvCGWU,q1,yes,a2,,,"The man's laugh, tone, and slightly embarrassed facial expression after receiving the compliment indicate his pride in the steak. Additionally, his body language suggests he was joking when he said he wouldn't share the recipe.",1,,,1,1,1,,5,16
7a9g6mvCGWU,q2,yes,a1,,,"The man makes a typical gesture to pause the conversation about the secret recipe, but his tone and facial expressions indicate that he is not being serious.",,,,1,1,1,,7,10
7a9g6mvCGWU,q3,yes,a3,,,The man in the striped shirt laughs because he is pleased that the steak is so good that the other man is begging for the recipe.,,,1,1,,,,12,16
7a9g6mvCGWU,q4,yes,a1,,,"The man in the striped shirt raises his eyebrows to emphasize the simplicity and possibly the unexpected nature of the recipe, highlighting that such a delicious steak could come from just a few basic ingredients.",1,,1,1,,1,,21,23
7a9g6mvCGWU,q5,yes,a0,,,The man in black shifted to a more serious tone and adopted a cold facial expression upon realizing that the other man has a tendency to speak freely and might disclose information about him as well.,1,,1,1,,1,,27,59
07YuuA_2O9w,q1,yes,a1,,,"Both the man and the woman exhibit aggressive tones and body language, with tense expressions on their faces and raised voices, creating an obviously charged atmosphere.",1,,,1,1,1,,0,59
07YuuA_2O9w,q2,yes,a1,,,"Even at the end, the tension between them remains unchanged, and the man makes unnecessary remarks about her personal life.",1,,,1,1,1,,0,59
07YuuA_2O9w,q3,yes,a3,,,"The man's tone towards the woman is condescending, and he essentially stated that he owns her. His body language also demonstrates a complete lack of respect.",1,,,,1,1,,0,59
07YuuA_2O9w,q4,yes,a2,,,"Judging from the man's reactions, he is upset with the woman and on the verge of sacking her, attempting to put her in her place with insulting words.",1,,,1,1,1,,0,59
07YuuA_2O9w,q5,yes,a3,,,"The woman rolls her eyes, a common reaction that clearly indicates she finds the man's words absurd and strongly disagrees with him.",,,,1,1,,,30,34
8e5fzbsfGCI,q1,yes,a2,,,"The man with straight hair likely felt annoyed and uncomfortable, evident from his big sigh, lack of eye contact, and perfunctory nodding.",,,,1,1,1,,3,7
8e5fzbsfGCI,q2,yes,a1,,,"His appearance, including wearing sunglasses and smoking during the conversation, along with his tone and body language, exudes confidence.",,,1,1,1,1,,0,59
8e5fzbsfGCI,q3,yes,a0,,,"Based on the content of the conversation, it's obvious the two know each other, as they refer to past events.",1,,,,,,,0,38
8e5fzbsfGCI,q4,yes,a1,a2,,"The constant sighing, downcast gaze, and slightly dark tone suggest the man with straight hair feels uneasy around the other man.",,,,1,1,1,,0,59
8e5fzbsfGCI,q5,yes,a1,,,"The man in sunglasses clearly holds the dominant position in their dynamic, as evidenced by his confident tone and body language. He remains composed and unemotional throughout the interaction.",,,1,,,,,0,59
8Nbr0lYFLew,q1,yes,a3,,,"Despite the blonde woman's hectic and expressive manner, the man remains calm and composed. By the end of the conversation, both women listen to him, seeking his advice.",1,,1,1,,1,,0,59
8Nbr0lYFLew,q2,yes,a0,,,"From the context of the scene and conversation, talking to Spirit has been mentioned several times, making a0 seem like the most fitting choice.",1,1,,,,,,0,59
8Nbr0lYFLew,q3,yes,a1,,,"The blonde woman wasn't directly called old, but she felt attacked and defended herself by pointing out that they are roughly the same age. Her frantic hand gestures and displeased facial expression highlighted her discomfort with the comment.",1,,1,1,,1,,27,34
8Nbr0lYFLew,q4,yes,a3,,,"The blonde woman initially spoke loudly and kept trying to clarify, but in the end she stopped protesting, calmed her tone, and simply said, \""Right.\""",1,,1,,,1,,0,59
8Nbr0lYFLew,q5,yes,a3,,,"The blonde woman sighed deeply and rolled her eyes, clearly not wanting to be around the person she was told to seek out, even referring to her as her nemesis.",1,,,1,,1,,34,40
8TDAP0KNIIw,q1,yes,a3,,,"The man with curly hair speaks clearly, uses expressive hand gestures, and makes eye contact with the listeners, suggesting he is accustomed to this type of speech.",,,1,1,1,1,,0,54
8TDAP0KNIIw,q2,yes,a1,,,"The blonde lady's consistent nodding clearly indicates her attentiveness, and she maintains steady eye contact throughout his speech.",,,1,1,1,,,0,54
8TDAP0KNIIw,q3,yes,a2,,,"Similar to the blonde lady, the others are also fully engrossed in his speech, maintaining their gaze on his face and remaining undistracted by anything else.",,,,1,1,,,0,54
8TDAP0KNIIw,q4,no,,,,"The man's confidence is evident, yet none of the answer choices reflect this.",,,,,,,Better answer choices that reflect the actual scene.,,
8TDAP0KNIIw,q5,yes,a2,,,The blonde man leaned his face against his fist to stay comfortable while focusing on the speech. People often do this when they are carefully considering what others are saying.,,,1,,1,,,11,25
8wLCmDtCDAM,q1,yes,a2,,,"The man's sarcastic tone and hand gestures made it clear he was joking, prompting the audience to laugh heartily.",,1,,1,1,1,,55,59
8wLCmDtCDAM,q2,yes,a0,,,"The tone of the man in the blue jacket indicates his seriousness about the topic. He presented his argument and elaborated on it in a compelling and persuasive manner, using gestures to emphasize his points.",1,,,,,1,,0,59
8wLCmDtCDAM,q3,yes,a0,,,"As previously mentioned, the man is confident and evidently knowledgeable about the topic, demonstrating a strong eagerness to continue the discussion, as if he had been waiting for it.",1,,1,1,1,1,,0,59
8wLCmDtCDAM,q4,yes,a2,,,"The man speaks at a brisk pace, without pausing to think, and uses his entire body to emphasize his points, conveying a sense of passion.",1,,1,1,1,1,,0,59
8wLCmDtCDAM,q5,yes,a0,,,"As previously mentioned, he answers the question as if he had been anticipating it, demonstrating his readiness and enthusiasm.",1,,1,1,1,1,,0,59
9cbQ4e7YRK4,q1,yes,a2,,,"The man's worried tone and the substance of the conversation, where he genuinely wonders why his brother needs time away from him, suggest his desire for a closer relationship with his brother.",1,,,,,1,,8,17
